name,object,friction,mass,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,restitution,scale_x,scale_y,scale_z,shape
tower_00013_0011001110,block0,0.89442718029,4.08000040054,0.0166666675359,-0.20000000298,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block1,0.89442718029,4.07999944687,0.25,-0.0333333350718,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block2,0.89442718029,4.07999944687,-0.300000011921,-0.0833333283663,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block3,0.89442718029,4.07999944687,0.10000000149,0.20000000298,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block4,0.89442718029,4.07999944687,-0.300000011921,-0.116666659713,0.699999988079,0.70710670948,0.0,0.0,0.70710682869,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block5,0.89442718029,4.07999944687,0.25,-0.0666666701436,0.899999976158,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block6,0.89442718029,4.07999944687,0.10000000149,0.283333331347,0.899999976158,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block7,0.89442718029,4.07999944687,-0.116666659713,-0.0833333283663,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block8,0.89442718029,4.08000040054,0.25,0.0333333350718,1.29999995232,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0011001110,block9,0.89442718029,4.07999944687,-0.15000000596,-0.0333333350718,1.70000004768,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block0,0.89442718029,4.08000040054,0.0166666675359,-0.20000000298,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block1,0.89442718029,4.07999944687,0.25,-0.0333333350718,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block2,0.89442718029,4.07999944687,-0.300000011921,-0.0833333283663,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block3,0.89442718029,4.07999944687,0.10000000149,0.20000000298,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block4,0.89442718029,4.07999944687,-0.300000011921,-0.116666659713,0.699999988079,0.70710670948,0.0,0.0,0.70710682869,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block5,0.89442718029,4.07999944687,0.25,-0.0666666701436,0.899999976158,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block6,0.89442718029,4.07999944687,0.10000000149,0.283333331347,0.899999976158,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block7,0.89442718029,4.07999944687,-0.116666659713,-0.0833333283663,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block8,0.89442718029,4.08000040054,0.25,0.0333333350718,1.29999995232,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00013_0110110010,block9,0.89442718029,4.07999944687,-0.15000000596,-0.0333333350718,1.70000004768,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block0,0.89442718029,4.07999944687,-0.166666656733,0.25,0.10000000149,0.70710670948,0.0,0.0,0.70710682869,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block1,0.89442718029,4.08000040054,0.283333331347,0.283333331347,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block2,0.89442718029,4.07999944687,0.233333319426,-0.183333337307,0.10000000149,0.70710670948,0.0,0.0,0.70710682869,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block3,0.89442718029,4.07999944687,0.0166666675359,0.0166666675359,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block4,0.89442718029,4.07999944687,0.266666680574,-0.183333337307,0.5,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block5,0.89442718029,4.08000040054,-0.0166666675359,-0.0500000007451,0.699999988079,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block6,0.89442718029,4.08000040054,-0.0333333350718,-0.133333340287,0.899999976158,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block7,0.89442718029,4.07999944687,0.25,-0.216666668653,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block8,0.89442718029,4.07999944687,0.0,0.116666659713,1.10000002384,0.70710670948,0.0,0.0,0.70710682869,0.0,0.20000000298,0.600000023842,0.20000000298,Box
tower_00035_0010110110,block9,0.89442718029,4.07999944687,-0.0666666701436,-0.15000000596,1.29999995232,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,Box
