,name,object,friction,mass,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,restitution,scale_x,scale_y,scale_z,blocktype,ratio
0,tower_00007_0000000000,block0,0.89442718029,4.08000040054,0.15000000596,-0.25,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
1,tower_00007_0000000000,block1,0.89442718029,4.08000040054,0.133333340287,-0.20000000298,0.300000011921,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
2,tower_00007_0000000000,block2,0.89442718029,4.07999944687,-0.10000000149,-0.266666680574,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
3,tower_00007_0000000000,block3,0.89442718029,4.07999944687,-0.15000000596,0.0833333283663,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
4,tower_00007_0000000000,block4,0.89442718029,4.08000040054,0.133333340287,0.033333335071799995,0.5,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
5,tower_00007_0000000000,block5,0.89442718029,4.07999944687,-0.033333335071799995,0.25,0.699999988079,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
6,tower_00007_0000000000,block6,0.89442718029,4.07999944687,0.0500000007451,-0.016666667535899998,0.899999976158,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
7,tower_00007_0000000000,block7,0.89442718029,4.07999944687,-0.15000000596,0.283333331347,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
8,tower_00007_0000000000,block8,0.89442718029,4.07999944687,0.0833333283663,0.0500000007451,1.5,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
9,tower_00007_0000000000,block9,0.89442718029,4.07999944687,0.133333340287,0.06666667014359999,2.09999990463,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
10,tower_00026_0000000000,block0,0.89442718029,4.08000040054,-0.166666656733,0.10000000149,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
11,tower_00026_0000000000,block1,0.89442718029,4.08000040054,-0.25,-0.18333333730700002,0.300000011921,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
12,tower_00026_0000000000,block2,0.89442718029,4.07999944687,0.06666667014359999,-0.233333319426,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
13,tower_00026_0000000000,block3,0.89442718029,4.08000040054,0.0833333283663,-0.300000011921,0.699999988079,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
14,tower_00026_0000000000,block4,0.89442718029,4.07999944687,-0.016666667535899998,-0.283333331347,0.899999976158,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
15,tower_00026_0000000000,block5,0.89442718029,4.08000040054,-0.15000000596,-0.216666668653,1.10000002384,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
16,tower_00026_0000000000,block6,0.89442718029,4.08000040054,-0.15000000596,-0.0500000007451,1.29999995232,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
17,tower_00026_0000000000,block7,0.89442718029,4.07999944687,-0.0833333283663,-0.20000000298,1.5,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
18,tower_00026_0000000000,block8,0.89442718029,4.08000040054,0.116666659713,-0.283333331347,1.7000000476800001,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
19,tower_00026_0000000000,block9,0.89442718029,4.07999944687,0.20000000298,-0.233333319426,2.09999990463,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
20,tower_00034_0000000000,block0,0.89442718029,4.08000040054,-0.166666656733,-0.166666656733,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
21,tower_00034_0000000000,block1,0.89442718029,4.08000040054,0.25,0.0,0.10000000149,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
22,tower_00034_0000000000,block2,0.89442718029,4.07999944687,-0.0833333283663,0.0833333283663,0.5,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
23,tower_00034_0000000000,block3,0.89442718029,4.08000040054,-0.016666667535899998,0.15000000596,0.899999976158,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
24,tower_00034_0000000000,block4,0.89442718029,4.07999944687,0.016666667535899998,0.0500000007451,1.10000002384,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
25,tower_00034_0000000000,block5,0.89442718029,4.07999944687,-0.10000000149,0.10000000149,1.29999995232,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
26,tower_00034_0000000000,block6,0.89442718029,4.07999944687,-0.0500000007451,0.10000000149,1.5,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
27,tower_00034_0000000000,block7,0.89442718029,4.08000040054,-0.283333331347,0.133333340287,1.7000000476800001,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
28,tower_00034_0000000000,block8,0.89442718029,4.07999944687,0.016666667535899998,0.15000000596,1.89999997616,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
29,tower_00034_0000000000,block9,0.89442718029,4.08000040054,-0.06666667014359999,0.0833333283663,2.29999995232,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
30,tower_00052_0000000000,block0,0.89442718029,4.07999944687,0.016666667535899998,0.016666667535899998,0.10000000149,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
31,tower_00052_0000000000,block1,0.89442718029,4.08000040054,-0.233333319426,0.0,0.300000011921,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
32,tower_00052_0000000000,block2,0.89442718029,4.07999944687,0.25,-0.033333335071799995,0.300000011921,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
33,tower_00052_0000000000,block3,0.89442718029,4.07999944687,-0.15000000596,-0.016666667535899998,0.5,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
34,tower_00052_0000000000,block4,0.89442718029,4.08000040054,0.283333331347,-0.20000000298,0.5,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
35,tower_00052_0000000000,block5,0.89442718029,4.08000040054,-0.016666667535899998,-0.116666659713,0.699999988079,1.0,0.0,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
36,tower_00052_0000000000,block6,0.89442718029,4.07999944687,-0.0500000007451,0.0833333283663,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
37,tower_00052_0000000000,block7,0.89442718029,4.07999944687,-0.116666659713,0.116666659713,1.7000000476800001,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
38,tower_00052_0000000000,block8,0.89442718029,4.07999944687,-0.20000000298,0.116666659713,2.09999990463,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
39,tower_00052_0000000000,block9,0.89442718029,4.07999944687,-0.15000000596,0.20000000298,2.29999995232,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
40,tower_00056_0000000000,block0,0.89442718029,4.07999944687,-0.15000000596,0.06666667014359999,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
41,tower_00056_0000000000,block1,0.89442718029,4.07999944687,0.133333340287,-0.18333333730700002,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
42,tower_00056_0000000000,block2,0.89442718029,4.07999944687,-0.15000000596,-0.266666680574,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
43,tower_00056_0000000000,block3,0.89442718029,4.07999944687,-0.06666667014359999,0.06666667014359999,0.699999988079,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
44,tower_00056_0000000000,block4,0.89442718029,4.07999944687,0.20000000298,-0.216666668653,0.899999976158,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
45,tower_00056_0000000000,block5,0.89442718029,4.07999944687,-0.233333319426,-0.033333335071799995,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
46,tower_00056_0000000000,block6,0.89442718029,4.07999944687,0.216666668653,0.10000000149,1.10000002384,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
47,tower_00056_0000000000,block7,0.89442718029,4.07999944687,0.10000000149,0.033333335071799995,1.5,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
48,tower_00056_0000000000,block8,0.89442718029,4.07999944687,0.0833333283663,0.10000000149,1.7000000476800001,0.70710670948,0.0,0.0,0.7071068286900001,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
49,tower_00056_0000000000,block9,0.89442718029,4.07999944687,0.033333335071799995,0.016666667535899998,2.09999990463,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
50,tower_00187_0000000000,block0,0.89442718029,4.07999944687,-0.06666667014359999,0.0500000007451,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
51,tower_00187_0000000000,block1,0.89442718029,4.07999944687,0.25,-0.300000011921,0.300000011921,0.707106769085,0.707106769085,0.0,0.0,0.0,0.20000000298,0.600000023842,0.20000000298,0,1.0
